倉庫名,品番,月,数量
九州物流,I02040WC,2026-03-01,1.0
九州物流,I02040WG,2025-04-01,0.0
九州物流,I02040WG,2025-05-01,0.0
九州物流,I02040WG,2025-06-01,0.0
九州物流,I02040WG,2025-07-01,0.0
九州物流,I02040WG,2025-08-01,0.0
九州物流,I02040WG,2025-09-01,0.0
九州物流,I02040WG,2025-10-01,0.0
九州物流,I02040WG,2025-11-01,1.0
九州物流,I02040WG,2025-12-01,0.0
九州物流,I02040WG,2026-01-01,0.0
九州物流,I02040WG,2026-02-01,0.0
九州物流,I02040WG,2026-03-01,0.0
九州物流,I02050SG,2025-04-01,0.0
九州物流,I02050SG,2025-05-01,0.0
九州物流,I02050SG,2025-06-01,0.0
九州物流,I02050SG,2025-07-01,0.0
九州物流,I02050SG,2025-08-01,2.0
九州物流,I02050SG,2025-09-01,0.0
九州物流,I02050SG,2025-10-01,0.0
九州物流,I02050SG,2025-11-01,2.0
九州物流,I02050SG,2025-12-01,0.0
九州物流,I02050SG,2026-01-01,2.0
九州物流,I02050SG,2026-02-01,0.0
九州物流,I02050SG,2026-03-01,0.0
九州物流,I02060SC,2025-04-01,0.0
九州物流,I02060SC,2025-05-01,0.0
九州物流,I02060SC,2025-06-01,0.0
九州物流,I02060SC,2025-07-01,0.0
九州物流,I02060SC,2025-08-01,0.0
九州物流,I02060SC,2025-09-01,0.0
九州物流,I02060SC,2025-10-01,0.0
九州物流,I02060SC,2025-11-01,0.0
九州物流,I02060SC,2025-12-01,2.0
九州物流,I02060SC,2026-01-01,0.0
九州物流,I02060SC,2026-02-01,0.0
九州物流,I02060SC,2026-03-01,0.0
九州物流,I02060SG,2025-04-01,0.0
九州物流,I02060SG,2025-05-01,0.0
九州物流,I02060SG,2025-06-01,2.0
九州物流,I02060SG,2025-07-01,0.0
九州物流,I02060SG,2025-08-01,0.0
九州物流,I02060SG,2025-09-01,0.0
九州物流,I02060SG,2025-10-01,0.0
九州物流,I02060SG,2025-11-01,0.0
九州物流,I02060SG,2025-12-01,0.0
九州物流,I02060SG,2026-01-01,0.0
九州物流,I02060SG,2026-02-01,0.0
九州物流,I02060SG,2026-03-01,0.0
九州物流,I02060WG,2025-04-01,0.0
九州物流,I02060WG,2025-05-01,0.0
九州物流,I02060WG,2025-06-01,0.0
九州物流,I02060WG,2025-07-01,0.0
九州物流,I02060WG,2025-08-01,0.0
九州物流,I02060WG,2025-09-01,0.0
九州物流,I02060WG,2025-10-01,0.0
九州物流,I02060WG,2025-11-01,0.0
九州物流,I02060WG,2025-12-01,0.0
九州物流,I02060WG,2026-01-01,0.0
九州物流,I02060WG,2026-02-01,0.0
九州物流,I02060WG,2026-03-01,3.0
九州物流,IE0000SC,2025-04-01,31.0
九州物流,IE0000SC,2025-05-01,23.0
九州物流,IE0000SC,2025-06-01,7.0
九州物流,IE0000SC,2025-07-01,30.0
九州物流,IE0000SC,2025-08-01,10.0
九州物流,IE0000SC,2025-09-01,12.0
九州物流,IE0000SC,2025-10-01,13.0
九州物流,IE0000SC,2025-11-01,27.0
九州物流,IE0000SC,2025-12-01,17.0
九州物流,IE0000SC,2026-01-01,21.0
九州物流,IE0000SC,2026-02-01,46.0
九州物流,IE0000SC,2026-03-01,13.0
九州物流,IE0000SG,2025-04-01,15.0
九州物流,IE0000SG,2025-05-01,18.0
九州物流,IE0000SG,2025-06-01,11.0
九州物流,IE0000SG,2025-07-01,13.0
九州物流,IE0000SG,2025-08-01,8.0
九州物流,IE0000SG,2025-09-01,16.0
九州物流,IE0000SG,2025-10-01,11.0
九州物流,IE0000SG,2025-11-01,16.0
九州物流,IE0000SG,2025-12-01,4.0
九州物流,IE0000SG,2026-01-01,11.0
九州物流,IE0000SG,2026-02-01,4.0
九州物流,IE0000SG,2026-03-01,13.0
九州物流,IE0000SGP,2025-04-01,0.0
九州物流,IE0000SGP,2025-05-01,0.0
九州物流,IE0000SGP,2025-06-01,0.0
九州物流,IE0000SGP,2025-07-01,0.0
九州物流,IE0000SGP,2025-08-01,0.0
九州物流,IE0000SGP,2025-09-01,2.0
九州物流,IE0000SGP,2025-10-01,0.0
九州物流,IE0000SGP,2025-11-01,0.0
九州物流,IE0000SGP,2025-12-01,0.0
九州物流,IE0000SGP,2026-01-01,0.0
九州物流,IE0000SGP,2026-02-01,0.0
九州物流,IE0000SGP,2026-03-01,0.0
九州物流,IE0000WG,2025-04-01,0.0
九州物流,IE0000WG,2025-05-01,0.0
九州物流,IE0000WG,2025-06-01,0.0
九州物流,IE0000WG,2025-07-01,0.0
九州物流,IE0000WG,2025-08-01,0.0
九州物流,IE0000WG,2025-09-01,0.0
九州物流,IE0000WG,2025-10-01,1.0
九州物流,IE0000WG,2025-11-01,0.0
九州物流,IE0000WG,2025-12-01,0.0
九州物流,IE0000WG,2026-01-01,1.0
九州物流,IE0000WG,2026-02-01,0.0
九州物流,IE0000WG,2026-03-01,2.0
九州物流,IE0000XC,2025-04-01,0.0
九州物流,IE0000XC,2025-05-01,0.0
九州物流,IE0000XC,2025-06-01,0.0
九州物流,IE0000XC,2025-07-01,0.0
九州物流,IE0000XC,2025-08-01,0.0
九州物流,IE0000XC,2025-09-01,0.0
九州物流,IE0000XC,2025-10-01,0.0
九州物流,IE0000XC,2025-11-01,0.0
九州物流,IE0000XC,2025-12-01,0.0
九州物流,IE0000XC,2026-01-01,1.0
九州物流,IE0000XC,2026-02-01,0.0
九州物流,IE0000XC,2026-03-01,0.0
九州物流,IE1007SC,2025-04-01,0.0
九州物流,IE1007SC,2025-05-01,0.0
九州物流,IE1007SC,2025-06-01,0.0
九州物流,IE1007SC,2025-07-01,0.0
九州物流,IE1007SC,2025-08-01,0.0
九州物流,IE1007SC,2025-09-01,0.0
九州物流,IE1007SC,2025-10-01,2.0
九州物流,IE1007SC,2025-11-01,0.0
九州物流,IE1007SC,2025-12-01,0.0
九州物流,IE1007SC,2026-01-01,0.0
九州物流,IE1007SC,2026-02-01,0.0
九州物流,IE1007SC,2026-03-01,0.0
九州物流,IE1007SC2,2025-04-01,14.0
九州物流,IE1007SC2,2025-05-01,0.0
九州物流,IE1007SC2,2025-06-01,0.0
九州物流,IE1007SC2,2025-07-01,8.0
九州物流,IE1007SC2,2025-08-01,0.0
九州物流,IE1007SC2,2025-09-01,0.0
九州物流,IE1007SC2,2025-10-01,0.0
九州物流,IE1007SC2,2025-11-01,0.0
九州物流,IE1007SC2,2025-12-01,2.0
九州物流,IE1007SC2,2026-01-01,0.0
九州物流,IE1007SC2,2026-02-01,0.0
九州物流,IE1007SC2,2026-03-01,0.0
九州物流,IE1007SG,2025-04-01,0.0
九州物流,IE1007SG,2025-05-01,10.0
九州物流,IE1007SG,2025-06-01,0.0
九州物流,IE1007SG,2025-07-01,0.0
九州物流,IE1007SG,2025-08-01,0.0
九州物流,IE1007SG,2025-09-01,0.0
九州物流,IE1007SG,2025-10-01,0.0
九州物流,IE1007SG,2025-11-01,0.0
九州物流,IE1007SG,2025-12-01,0.0
九州物流,IE1007SG,2026-01-01,0.0
九州物流,IE1007SG,2026-02-01,0.0
九州物流,IE1007SG,2026-03-01,0.0
九州物流,IE1010SC,2025-04-01,0.0
九州物流,IE1010SC,2025-05-01,0.0
九州物流,IE1010SC,2025-06-01,0.0
九州物流,IE1010SC,2025-07-01,0.0
九州物流,IE1010SC,2025-08-01,0.0
九州物流,IE1010SC,2025-09-01,0.0
九州物流,IE1010SC,2025-10-01,0.0
九州物流,IE1010SC,2025-11-01,0.0
九州物流,IE1010SC,2025-12-01,0.0
九州物流,IE1010SC,2026-01-01,0.0
九州物流,IE1010SC,2026-02-01,0.0
九州物流,IE1010SC,2026-03-01,4.0
九州物流,IE1010SC2,2025-04-01,1.0
九州物流,IE1010SC2,2025-05-01,0.0
九州物流,IE1010SC2,2025-06-01,10.0
九州物流,IE1010SC2,2025-07-01,-7.0
九州物流,IE1010SC2,2025-08-01,23.0
九州物流,IE1010SC2,2025-09-01,1.0
九州物流,IE1010SC2,2025-10-01,0.0
九州物流,IE1010SC2,2025-11-01,0.0
九州物流,IE1010SC2,2025-12-01,0.0
九州物流,IE1010SC2,2026-01-01,0.0
九州物流,IE1010SC2,2026-02-01,0.0
九州物流,IE1010SC2,2026-03-01,2.0
九州物流,IE1010SG,2025-04-01,0.0
九州物流,IE1010SG,2025-05-01,19.0
九州物流,IE1010SG,2025-06-01,7.0
九州物流,IE1010SG,2025-07-01,1.0
九州物流,IE1010SG,2025-08-01,2.0
九州物流,IE1010SG,2025-09-01,0.0
九州物流,IE1010SG,2025-10-01,0.0
九州物流,IE1010SG,2025-11-01,0.0
九州物流,IE1010SG,2025-12-01,0.0
九州物流,IE1010SG,2026-01-01,0.0
九州物流,IE1010SG,2026-02-01,0.0
九州物流,IE1010SG,2026-03-01,0.0
九州物流,IE1507SC2,2025-04-01,0.0
九州物流,IE1507SC2,2025-05-01,0.0
九州物流,IE1507SC2,2025-06-01,4.0
九州物流,IE1507SC2,2025-07-01,0.0
九州物流,IE1507SC2,2025-08-01,0.0
九州物流,IE1507SC2,2025-09-01,6.0
九州物流,IE1507SC2,2025-10-01,-6.0
九州物流,IE1507SC2,2025-11-01,5.0
九州物流,IE1507SC2,2025-12-01,0.0
九州物流,IE1507SC2,2026-01-01,0.0
九州物流,IE1507SC2,2026-02-01,5.0
九州物流,IE1507SC2,2026-03-01,1.0
九州物流,IE1507SG,2025-04-01,0.0
九州物流,IE1507SG,2025-05-01,0.0
九州物流,IE1507SG,2025-06-01,0.0
九州物流,IE1507SG,2025-07-01,0.0
九州物流,IE1507SG,2025-08-01,0.0
九州物流,IE1507SG,2025-09-01,3.0
九州物流,IE1507SG,2025-10-01,0.0
九州物流,IE1507SG,2025-11-01,0.0
九州物流,IE1507SG,2025-12-01,0.0
九州物流,IE1507SG,2026-01-01,0.0
九州物流,IE1507SG,2026-02-01,0.0
九州物流,IE1507SG,2026-03-01,0.0
九州物流,IE1510SC,2025-04-01,34.0
九州物流,IE1510SC,2025-05-01,0.0
九州物流,IE1510SC,2025-06-01,0.0
九州物流,IE1510SC,2025-07-01,0.0
九州物流,IE1510SC,2025-08-01,0.0
九州物流,IE1510SC,2025-09-01,0.0
九州物流,IE1510SC,2025-10-01,0.0
九州物流,IE1510SC,2025-11-01,1.0
九州物流,IE1510SC,2025-12-01,0.0
九州物流,IE1510SC,2026-01-01,0.0
九州物流,IE1510SC,2026-02-01,0.0
九州物流,IE1510SC,2026-03-01,0.0
九州物流,IE1510SC2,2025-04-01,4.0
九州物流,IE1510SC2,2025-05-01,6.0
九州物流,IE1510SC2,2025-06-01,57.0
九州物流,IE1510SC2,2025-07-01,21.0
九州物流,IE1510SC2,2025-08-01,66.0
九州物流,IE1510SC2,2025-09-01,37.0
九州物流,IE1510SC2,2025-10-01,15.0
九州物流,IE1510SC2,2025-11-01,19.0
九州物流,IE1510SC2,2025-12-01,42.0
九州物流,IE1510SC2,2026-01-01,81.0
九州物流,IE1510SC2,2026-02-01,31.0
九州物流,IE1510SC2,2026-03-01,62.0
九州物流,IE1510SG,2025-04-01,7.0
九州物流,IE1510SG,2025-05-01,16.0
九州物流,IE1510SG,2025-06-01,13.0
九州物流,IE1510SG,2025-07-01,14.0
九州物流,IE1510SG,2025-08-01,27.0
九州物流,IE1510SG,2025-09-01,18.0
九州物流,IE1510SG,2025-10-01,3.0
九州物流,IE1510SG,2025-11-01,0.0
九州物流,IE1510SG,2025-12-01,0.0
九州物流,IE1510SG,2026-01-01,5.0
九州物流,IE1510SG,2026-02-01,0.0
九州物流,IE1510SG,2026-03-01,0.0
九州物流,IE1510WC,2025-04-01,0.0
九州物流,IE1510WC,2025-05-01,0.0
九州物流,IE1510WC,2025-06-01,0.0
九州物流,IE1510WC,2025-07-01,0.0
九州物流,IE1510WC,2025-08-01,0.0
九州物流,IE1510WC,2025-09-01,0.0
九州物流,IE1510WC,2025-10-01,0.0
九州物流,IE1510WC,2025-11-01,0.0
九州物流,IE1510WC,2025-12-01,0.0
九州物流,IE1510WC,2026-01-01,0.0
九州物流,IE1510WC,2026-02-01,1.0
九州物流,IE1510WC,2026-03-01,0.0
九州物流,IE1510WG,2025-04-01,3.0
九州物流,IE1510WG,2025-05-01,0.0
九州物流,IE1510WG,2025-06-01,2.0
九州物流,IE1510WG,2025-07-01,0.0
九州物流,IE1510WG,2025-08-01,0.0
九州物流,IE1510WG,2025-09-01,0.0
九州物流,IE1510WG,2025-10-01,0.0
九州物流,IE1510WG,2025-11-01,0.0
九州物流,IE1510WG,2025-12-01,0.0
九州物流,IE1510WG,2026-01-01,0.0
九州物流,IE1510WG,2026-02-01,0.0
九州物流,IE1510WG,2026-03-01,0.0
九州物流,IE1510WN,2025-04-01,0.0
九州物流,IE1510WN,2025-05-01,0.0
九州物流,IE1510WN,2025-06-01,0.0
九州物流,IE1510WN,2025-07-01,0.0
九州物流,IE1510WN,2025-08-01,0.0
九州物流,IE1510WN,2025-09-01,11.0
九州物流,IE1510WN,2025-10-01,0.0
九州物流,IE1510WN,2025-11-01,0.0
九州物流,IE1510WN,2025-12-01,0.0
九州物流,IE1510WN,2026-01-01,0.0
九州物流,IE1510WN,2026-02-01,0.0
九州物流,IE1510WN,2026-03-01,0.0
九州物流,IE1515SC,2025-04-01,1.0
九州物流,IE1515SC,2025-05-01,0.0
九州物流,IE1515SC,2025-06-01,0.0
九州物流,IE1515SC,2025-07-01,3.0
九州物流,IE1515SC,2025-08-01,0.0
九州物流,IE1515SC,2025-09-01,6.0
九州物流,IE1515SC,2025-10-01,0.0
九州物流,IE1515SC,2025-11-01,1.0
九州物流,IE1515SC,2025-12-01,0.0
九州物流,IE1515SC,2026-01-01,50.0
九州物流,IE1515SC,2026-02-01,0.0
九州物流,IE1515SC,2026-03-01,0.0
九州物流,IE1515SC2,2025-04-01,9.0
九州物流,IE1515SC2,2025-05-01,11.0
九州物流,IE1515SC2,2025-06-01,2.0
九州物流,IE1515SC2,2025-07-01,2.0
九州物流,IE1515SC2,2025-08-01,16.0
九州物流,IE1515SC2,2025-09-01,10.0
九州物流,IE1515SC2,2025-10-01,14.0
九州物流,IE1515SC2,2025-11-01,58.0
九州物流,IE1515SC2,2025-12-01,63.0
九州物流,IE1515SC2,2026-01-01,31.0
九州物流,IE1515SC2,2026-02-01,3.0
九州物流,IE1515SC2,2026-03-01,27.0
九州物流,IE1515SG,2025-04-01,19.0
九州物流,IE1515SG,2025-05-01,16.0
九州物流,IE1515SG,2025-06-01,11.0
九州物流,IE1515SG,2025-07-01,12.0
九州物流,IE1515SG,2025-08-01,16.0
九州物流,IE1515SG,2025-09-01,34.0
九州物流,IE1515SG,2025-10-01,15.0
九州物流,IE1515SG,2025-11-01,0.0
九州物流,IE1515SG,2025-12-01,0.0
九州物流,IE1515SG,2026-01-01,2.0
九州物流,IE1515SG,2026-02-01,5.0
九州物流,IE1515SG,2026-03-01,10.0
九州物流,IE1515SGW,2025-04-01,0.0
九州物流,IE1515SGW,2025-05-01,0.0
九州物流,IE1515SGW,2025-06-01,0.0
九州物流,IE1515SGW,2025-07-01,0.0
九州物流,IE1515SGW,2025-08-01,0.0
九州物流,IE1515SGW,2025-09-01,0.0
九州物流,IE1515SGW,2025-10-01,0.0
九州物流,IE1515SGW,2025-11-01,0.0
九州物流,IE1515SGW,2025-12-01,1.0
九州物流,IE1515SGW,2026-01-01,0.0
九州物流,IE1515SGW,2026-02-01,0.0
九州物流,IE1515SGW,2026-03-01,0.0
九州物流,IE1515WG,2025-04-01,2.0
九州物流,IE1515WG,2025-05-01,0.0
九州物流,IE1515WG,2025-06-01,2.0
九州物流,IE1515WG,2025-07-01,1.0
九州物流,IE1515WG,2025-08-01,0.0
九州物流,IE1515WG,2025-09-01,20.0
九州物流,IE1515WG,2025-10-01,0.0
九州物流,IE1515WG,2025-11-01,0.0
九州物流,IE1515WG,2025-12-01,0.0
九州物流,IE1515WG,2026-01-01,0.0
九州物流,IE1515WG,2026-02-01,0.0
九州物流,IE1515WG,2026-03-01,0.0
九州物流,IE2010SC,2025-04-01,0.0
九州物流,IE2010SC,2025-05-01,0.0
九州物流,IE2010SC,2025-06-01,0.0
九州物流,IE2010SC,2025-07-01,0.0
九州物流,IE2010SC,2025-08-01,0.0
九州物流,IE2010SC,2025-09-01,0.0
九州物流,IE2010SC,2025-10-01,0.0
九州物流,IE2010SC,2025-11-01,0.0
九州物流,IE2010SC,2025-12-01,0.0
九州物流,IE2010SC,2026-01-01,0.0
九州物流,IE2010SC,2026-02-01,1.0
九州物流,IE2010SC,2026-03-01,0.0
九州物流,IE2010SC2,2025-04-01,9.0
九州物流,IE2010SC2,2025-05-01,4.0
九州物流,IE2010SC2,2025-06-01,0.0
九州物流,IE2010SC2,2025-07-01,13.0
九州物流,IE2010SC2,2025-08-01,16.0
九州物流,IE2010SC2,2025-09-01,13.0
九州物流,IE2010SC2,2025-10-01,8.0
九州物流,IE2010SC2,2025-11-01,1.0
九州物流,IE2010SC2,2025-12-01,1.0
九州物流,IE2010SC2,2026-01-01,19.0
九州物流,IE2010SC2,2026-02-01,0.0
九州物流,IE2010SC2,2026-03-01,13.0
九州物流,IE2010SG,2025-04-01,6.0
九州物流,IE2010SG,2025-05-01,2.0
九州物流,IE2010SG,2025-06-01,0.0
九州物流,IE2010SG,2025-07-01,6.0
九州物流,IE2010SG,2025-08-01,6.0
九州物流,IE2010SG,2025-09-01,5.0
九州物流,IE2010SG,2025-10-01,17.0
九州物流,IE2010SG,2025-11-01,2.0
九州物流,IE2010SG,2025-12-01,0.0
九州物流,IE2010SG,2026-01-01,0.0
九州物流,IE2010SG,2026-02-01,1.0
九州物流,IE2010SG,2026-03-01,0.0
九州物流,IE2015SC,2025-04-01,0.0
九州物流,IE2015SC,2025-05-01,0.0
九州物流,IE2015SC,2025-06-01,12.0
九州物流,IE2015SC,2025-07-01,26.0
九州物流,IE2015SC,2025-08-01,0.0
九州物流,IE2015SC,2025-09-01,11.0
九州物流,IE2015SC,2025-10-01,0.0
九州物流,IE2015SC,2025-11-01,0.0
九州物流,IE2015SC,2025-12-01,0.0
九州物流,IE2015SC,2026-01-01,0.0
九州物流,IE2015SC,2026-02-01,0.0
九州物流,IE2015SC,2026-03-01,0.0
九州物流,IE2015SC2,2025-04-01,7.0
九州物流,IE2015SC2,2025-05-01,8.0
九州物流,IE2015SC2,2025-06-01,54.0
九州物流,IE2015SC2,2025-07-01,7.0
九州物流,IE2015SC2,2025-08-01,35.0
九州物流,IE2015SC2,2025-09-01,4.0
九州物流,IE2015SC2,2025-10-01,6.0
九州物流,IE2015SC2,2025-11-01,23.0
九州物流,IE2015SC2,2025-12-01,3.0
九州物流,IE2015SC2,2026-01-01,13.0
九州物流,IE2015SC2,2026-02-01,16.0
九州物流,IE2015SC2,2026-03-01,11.0
九州物流,IE2015SG,2025-04-01,1.0
九州物流,IE2015SG,2025-05-01,9.0
九州物流,IE2015SG,2025-06-01,5.0
九州物流,IE2015SG,2025-07-01,5.0
九州物流,IE2015SG,2025-08-01,4.0
九州物流,IE2015SG,2025-09-01,6.0
九州物流,IE2015SG,2025-10-01,2.0
九州物流,IE2015SG,2025-11-01,1.0
九州物流,IE2015SG,2025-12-01,22.0
九州物流,IE2015SG,2026-01-01,19.0
九州物流,IE2015SG,2026-02-01,50.0
九州物流,IE2015SG,2026-03-01,5.0
九州物流,IE2015SGP,2025-04-01,0.0
九州物流,IE2015SGP,2025-05-01,0.0
九州物流,IE2015SGP,2025-06-01,0.0
九州物流,IE2015SGP,2025-07-01,0.0
九州物流,IE2015SGP,2025-08-01,0.0
九州物流,IE2015SGP,2025-09-01,0.0
九州物流,IE2015SGP,2025-10-01,0.0
九州物流,IE2015SGP,2025-11-01,0.0
九州物流,IE2015SGP,2025-12-01,0.0
九州物流,IE2015SGP,2026-01-01,0.0
九州物流,IE2015SGP,2026-02-01,0.0
九州物流,IE2015SGP,2026-03-01,1.0
九州物流,IE2015WG,2025-04-01,0.0
九州物流,IE2015WG,2025-05-01,0.0
九州物流,IE2015WG,2025-06-01,1.0
九州物流,IE2015WG,2025-07-01,0.0
九州物流,IE2015WG,2025-08-01,4.0
九州物流,IE2015WG,2025-09-01,0.0
九州物流,IE2015WG,2025-10-01,0.0
九州物流,IE2015WG,2025-11-01,0.0
九州物流,IE2015WG,2025-12-01,0.0
九州物流,IE2015WG,2026-01-01,0.0
九州物流,IE2015WG,2026-02-01,0.0
九州物流,IE2015WG,2026-03-01,1.0
九州物流,IE2020SC,2025-04-01,0.0
九州物流,IE2020SC,2025-05-01,0.0
九州物流,IE2020SC,2025-06-01,3.0
九州物流,IE2020SC,2025-07-01,2.0
九州物流,IE2020SC,2025-08-01,0.0
九州物流,IE2020SC,2025-09-01,14.0
九州物流,IE2020SC,2025-10-01,0.0
九州物流,IE2020SC,2025-11-01,0.0
九州物流,IE2020SC,2025-12-01,0.0
九州物流,IE2020SC,2026-01-01,0.0
九州物流,IE2020SC,2026-02-01,0.0
九州物流,IE2020SC,2026-03-01,0.0
九州物流,IE2020SC2,2025-04-01,9.0
九州物流,IE2020SC2,2025-05-01,1.0
九州物流,IE2020SC2,2025-06-01,15.0
九州物流,IE2020SC2,2025-07-01,13.0
九州物流,IE2020SC2,2025-08-01,28.0
九州物流,IE2020SC2,2025-09-01,14.0
九州物流,IE2020SC2,2025-10-01,6.0
九州物流,IE2020SC2,2025-11-01,6.0
九州物流,IE2020SC2,2025-12-01,4.0
九州物流,IE2020SC2,2026-01-01,3.0
九州物流,IE2020SC2,2026-02-01,6.0
九州物流,IE2020SC2,2026-03-01,4.0
九州物流,IE2020SG,2025-04-01,17.0
九州物流,IE2020SG,2025-05-01,4.0
九州物流,IE2020SG,2025-06-01,27.0
九州物流,IE2020SG,2025-07-01,20.0
九州物流,IE2020SG,2025-08-01,34.0
九州物流,IE2020SG,2025-09-01,36.0
九州物流,IE2020SG,2025-10-01,16.0
九州物流,IE2020SG,2025-11-01,9.0
九州物流,IE2020SG,2025-12-01,2.0
九州物流,IE2020SG,2026-01-01,1.0
九州物流,IE2020SG,2026-02-01,4.0
九州物流,IE2020SG,2026-03-01,7.0
九州物流,IE2020WG,2025-04-01,0.0
九州物流,IE2020WG,2025-05-01,0.0
九州物流,IE2020WG,2025-06-01,5.0
九州物流,IE2020WG,2025-07-01,0.0
九州物流,IE2020WG,2025-08-01,0.0
九州物流,IE2020WG,2025-09-01,0.0
九州物流,IE2020WG,2025-10-01,0.0
九州物流,IE2020WG,2025-11-01,0.0
九州物流,IE2020WG,2025-12-01,0.0
九州物流,IE2020WG,2026-01-01,0.0
九州物流,IE2020WG,2026-02-01,0.0
九州物流,IE2020WG,2026-03-01,0.0
九州物流,IE2510SC,2025-04-01,5.0
九州物流,IE2510SC,2025-05-01,0.0
九州物流,IE2510SC,2025-06-01,0.0
九州物流,IE2510SC,2025-07-01,0.0
九州物流,IE2510SC,2025-08-01,0.0
九州物流,IE2510SC,2025-09-01,0.0
九州物流,IE2510SC,2025-10-01,0.0
九州物流,IE2510SC,2025-11-01,0.0
九州物流,IE2510SC,2025-12-01,0.0
九州物流,IE2510SC,2026-01-01,0.0
九州物流,IE2510SC,2026-02-01,0.0
九州物流,IE2510SC,2026-03-01,0.0
九州物流,IE2510SC2,2025-04-01,3.0
九州物流,IE2510SC2,2025-05-01,0.0
九州物流,IE2510SC2,2025-06-01,0.0
九州物流,IE2510SC2,2025-07-01,1.0
九州物流,IE2510SC2,2025-08-01,0.0
九州物流,IE2510SC2,2025-09-01,0.0
九州物流,IE2510SC2,2025-10-01,1.0
九州物流,IE2510SC2,2025-11-01,0.0
九州物流,IE2510SC2,2025-12-01,0.0
九州物流,IE2510SC2,2026-01-01,0.0
九州物流,IE2510SC2,2026-02-01,0.0
九州物流,IE2510SC2,2026-03-01,0.0
九州物流,IE2510SG,2025-04-01,0.0
九州物流,IE2510SG,2025-05-01,1.0
九州物流,IE2510SG,2025-06-01,0.0
九州物流,IE2510SG,2025-07-01,5.0
九州物流,IE2510SG,2025-08-01,0.0
九州物流,IE2510SG,2025-09-01,0.0
九州物流,IE2510SG,2025-10-01,0.0
九州物流,IE2510SG,2025-11-01,0.0
九州物流,IE2510SG,2025-12-01,0.0
九州物流,IE2510SG,2026-01-01,0.0
九州物流,IE2510SG,2026-02-01,5.0
九州物流,IE2510SG,2026-03-01,0.0
九州物流,IE2515SC2,2025-04-01,0.0
九州物流,IE2515SC2,2025-05-01,3.0
九州物流,IE2515SC2,2025-06-01,1.0
九州物流,IE2515SC2,2025-07-01,1.0
九州物流,IE2515SC2,2025-08-01,1.0
九州物流,IE2515SC2,2025-09-01,2.0
九州物流,IE2515SC2,2025-10-01,6.0
九州物流,IE2515SC2,2025-11-01,1.0
九州物流,IE2515SC2,2025-12-01,0.0
九州物流,IE2515SC2,2026-01-01,2.0
九州物流,IE2515SC2,2026-02-01,2.0
九州物流,IE2515SC2,2026-03-01,0.0
九州物流,IE2515SG,2025-04-01,0.0
九州物流,IE2515SG,2025-05-01,0.0
九州物流,IE2515SG,2025-06-01,1.0
九州物流,IE2515SG,2025-07-01,1.0
九州物流,IE2515SG,2025-08-01,0.0
九州物流,IE2515SG,2025-09-01,3.0
九州物流,IE2515SG,2025-10-01,0.0
九州物流,IE2515SG,2025-11-01,0.0
九州物流,IE2515SG,2025-12-01,0.0
九州物流,IE2515SG,2026-01-01,0.0
九州物流,IE2515SG,2026-02-01,0.0
九州物流,IE2515SG,2026-03-01,0.0
九州物流,IE2520SC,2025-04-01,0.0
九州物流,IE2520SC,2025-05-01,0.0
九州物流,IE2520SC,2025-06-01,8.0
九州物流,IE2520SC,2025-07-01,9.0
九州物流,IE2520SC,2025-08-01,0.0
九州物流,IE2520SC,2025-09-01,1.0
九州物流,IE2520SC,2025-10-01,0.0
九州物流,IE2520SC,2025-11-01,0.0
九州物流,IE2520SC,2025-12-01,0.0
九州物流,IE2520SC,2026-01-01,0.0
九州物流,IE2520SC,2026-02-01,0.0
九州物流,IE2520SC,2026-03-01,0.0
九州物流,IE2520SC2,2025-04-01,3.0
九州物流,IE2520SC2,2025-05-01,5.0
九州物流,IE2520SC2,2025-06-01,16.0
九州物流,IE2520SC2,2025-07-01,0.0
九州物流,IE2520SC2,2025-08-01,22.0
九州物流,IE2520SC2,2025-09-01,4.0
九州物流,IE2520SC2,2025-10-01,0.0
九州物流,IE2520SC2,2025-11-01,14.0
九州物流,IE2520SC2,2025-12-01,1.0
九州物流,IE2520SC2,2026-01-01,0.0
九州物流,IE2520SC2,2026-02-01,3.0
九州物流,IE2520SC2,2026-03-01,0.0
九州物流,IE2520SG,2025-04-01,1.0
九州物流,IE2520SG,2025-05-01,0.0
九州物流,IE2520SG,2025-06-01,3.0
九州物流,IE2520SG,2025-07-01,6.0
九州物流,IE2520SG,2025-08-01,4.0
九州物流,IE2520SG,2025-09-01,0.0
九州物流,IE2520SG,2025-10-01,0.0
九州物流,IE2520SG,2025-11-01,1.0
九州物流,IE2520SG,2025-12-01,0.0
九州物流,IE2520SG,2026-01-01,1.0
九州物流,IE2520SG,2026-02-01,2.0
九州物流,IE2520SG,2026-03-01,1.0
九州物流,IE2520WG,2025-04-01,0.0
九州物流,IE2520WG,2025-05-01,0.0
九州物流,IE2520WG,2025-06-01,0.0
九州物流,IE2520WG,2025-07-01,1.0
九州物流,IE2520WG,2025-08-01,0.0
九州物流,IE2520WG,2025-09-01,0.0
九州物流,IE2520WG,2025-10-01,0.0
九州物流,IE2520WG,2025-11-01,0.0
九州物流,IE2520WG,2025-12-01,0.0
九州物流,IE2520WG,2026-01-01,0.0
九州物流,IE2520WG,2026-02-01,0.0
九州物流,IE2520WG,2026-03-01,0.0
九州物流,IE2525SC,2025-04-01,0.0
九州物流,IE2525SC,2025-05-01,0.0
